ano,team_id,player_id,player_name,position,positions_detailed,jersey_number,height,date_of_birth,preferred_foot,country,market_value,contract_until,injured,injury_reason,suspended,suspension_reason,suspension_matches
2024,1980,1016912,Nathan,D,"DR,MR",22,183.0,2001-09-05T00:00:00+00:00,Right,BR,1400000.0,1798675200.0,False,,False,,
2024,1980,584432,Aderlan,D,DR,13,180.0,1990-08-18T00:00:00+00:00,Right,BR,92000.0,,False,,False,,
2024,1980,243435,Titi,D,DC,3,187.0,1988-03-12T00:00:00+00:00,Left,BR,105000.0,1795996800.0,False,,False,,
2024,1980,839765,Messias,D,DC,4,192.0,1994-11-03T00:00:00+00:00,Right,BR,550000.0,1830211200.0,False,,False,,
2024,1980,1170913,Marcos Paulo,D,"DC,DL",47,183.0,2003-01-17T00:00:00+00:00,Left,BR,280000.0,1861833600.0,False,,False,,
2024,1980,879591,Raí Ramos,D,DR,2,179.0,1994-05-05T00:00:00+00:00,Right,BR,335000.0,1830211200.0,True,Muscle Injury,False,,
2024,1980,794640,Rodrigo Sam,D,DC,34,185.0,1995-07-24T00:00:00+00:00,Right,BR,340000.0,1830211200.0,False,,False,,
2024,1980,975380,Gabriel Barbosa Pinheiro,D,DC,97,187.0,1997-04-18T00:00:00+00:00,Right,BR,270000.0,1798675200.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,1980,1631649,Bernardo Tichz Toffolo,D,DC,43,,2005-03-11T00:00:00+00:00,,BR,,,False,,False,,
2024,1980,1855832,Mateus Schaffer,D,DC,14,188.0,2007-04-18T00:00:00+00:00,Right,BR,,,False,,False,,
2024,1980,2025626,Matheus Henrique  Schroeder da Silva,D,DC,4,,2007-04-14T00:00:00+00:00,,BR,,,False,,False,,
2024,1980,2337472,Luiz Eduardo Linhares Abreu,D,,2,,2005-09-03T00:00:00+00:00,,BR,,,False,,False,,
2024,1980,1639760,Alexandre Nunes da Silva Filho,D,,13,,2007-01-06T00:00:00+00:00,,BR,,,False,,False,,
2024,1980,2488173,Pedro Henrique Alves Ferreira,D,,15,,2006-02-13T00:00:00+00:00,,BR,,,False,,False,,
2024,1980,2543440,Wadson Victor Nunes Damasceno,D,,6,183.0,2000-09-02T00:00:00+00:00,Left,BR,,,False,,False,,
2024,1980,2440650,Henzo Felipe  Albuquerque Dantas,D,,,,2008-07-19T00:00:00+00:00,,BR,,,False,,False,,
2024,1980,874979,Jandrei,G,GK,93,186.0,1993-03-01T00:00:00+00:00,Right,BR,195000.0,1798675200.0,False,,False,,
2024,1980,1014248,Ruan Carneiro,G,GK,21,195.0,1990-03-26T00:00:00+00:00,Right,BR,160000.0,1830211200.0,False,,False,,
2024,1980,1503154,Ze Henrique,G,,31,199.0,2004-10-23T00:00:00+00:00,Right,BR,,1795996800.0,False,,False,,
2024,1980,1491281,Pedro Rocha,G,GK,12,196.0,1998-06-01T00:00:00+00:00,Right,BR,285000.0,1830211200.0,False,,False,,
2024,1980,1631198,Leonardo Agliardi de Lima,G,GK,,,2006-06-07T00:00:00+00:00,,BR,,,False,,False,,
2024,1980,2025627,Joaquim  Flesch Horn,G,GK,1,189.0,2007-03-27T00:00:00+00:00,,BR,,,False,,False,,
2024,1981,149710,Lucas Moura,F,"RW,AM",7,172.0,1992-08-13T00:00:00+00:00,Right,BR,2700000.0,1798675200.0,True,Achilles Strain,False,,
2024,1981,340519,Jonathan Calleri,F,ST,9,181.0,1993-09-23T00:00:00+00:00,Right,AR,1600000.0,1798675200.0,False,,False,,
2024,1981,282557,Luciano,F,"AM,ST",10,181.0,1993-05-18T00:00:00+00:00,Left,BR,1600000.0,1861833600.0,False,,False,,
2024,1981,1002947,Gonzalo Tapia,F,"ST,RW",14,178.0,2002-02-22T00:00:00+00:00,Right,CL,3600000.0,1893369600.0,False,,False,,
2024,1981,1631904,Ryan Francisco,F,ST,49,175.0,2006-11-21T00:00:00+00:00,Left,BR,5200000.0,1893369600.0,False,,False,,
2024,1981,925072,André Silva,F,ST,17,181.0,1997-06-03T00:00:00+00:00,Left,BR,4099999.0,1830211200.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,1981,1631905,Paulo Sérgio,F,ST,39,177.0,2005-05-17T00:00:00+00:00,Right,BR,,1830211200.0,True,Knee Injury,False,,
2024,1981,998499,Ferreirinha,M,LW,11,176.0,1997-12-31T00:00:00+00:00,Right,BR,4800000.0,1830211200.0,False,,False,,
2024,1981,841128,Artur,M,RW,37,168.0,1998-02-15T00:00:00+00:00,Left,BR,6700000.0,1798675200.0,False,,False,,
2024,1981,905453,Marcos Antônio,M,"MC,DM",8,166.0,2000-06-13T00:00:00+00:00,Right,BR,12400000.0,1924905600.0,True,Thigh Injury,False,,
2024,1981,255873,Cauly,M,AM,80,175.0,1995-09-15T00:00:00+00:00,Both,BR,4200000.0,1798675200.0,False,,False,,
2024,1981,1015261,Damián Bobadilla,M,"MC,DM",16,181.0,2001-07-11T00:00:00+00:00,Right,PY,5300000.0,1830211200.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,1981,1120721,Pablo Maia,M,"MC,DM",29,178.0,2002-01-10T00:00:00+00:00,Right,BR,5800000.0,1893369600.0,True,Facial Injury,False,,
2024,1981,942426,Luan Santos,M,"MC,DM",33,173.0,1999-05-14T00:00:00+00:00,Right,BR,970000.0,1798675200.0,False,Thigh Injury,False,,
2024,1981,44760,Cédric Soares,M,"DR,MR",21,172.0,1991-08-31T00:00:00+00:00,Right,PT,555000.0,1830211200.0,False,,False,,
2024,1981,2162243,Lucca,M,ML,45,176.0,2007-06-14T00:00:00+00:00,Right,BR,2900000.0,1840665600.0,False,,False,,
2024,1981,356514,Danielzinho,M,"MC,DM",94,166.0,1994-11-04T00:00:00+00:00,Right,BR,920000.0,1830211200.0,False,,False,,
2024,1981,1485598,Felipe Negrucci,M,MC,30,180.0,2004-05-14T00:00:00+00:00,Right,BR,835000.0,1893369600.0,False,,False,,
2024,1981,2026233,Pedro Ferreira,M,ST,46,175.0,2007-04-24T00:00:00+00:00,Right,BR,,1872201600.0,False,,False,,
2024,1981,1900321,Tetê,M,MR,34,180.0,2007-04-14T00:00:00+00:00,Right,BR,,,False,,False,,
2024,1981,1884601,Djhordney Ferreira,M,MC,48,174.0,2007-06-17T00:00:00+00:00,Right,BR,170000.0,1896048000.0,False,,False,,
2024,1981,1587927,Hugo Leonardo,M,MC,38,175.0,2004-01-19T00:00:00+00:00,Right,BR,,1861833600.0,False,,False,,
2024,1981,338937,Robert Arboleda,D,DC,5,187.0,1991-10-22T00:00:00+00:00,Right,EC,620000.0,1830211200.0,False,,False,,
2024,1981,335033,Wendell,D,DL,18,176.0,1993-07-20T00:00:00+00:00,Left,BR,2200000.0,1830211200.0,False,,False,,
2024,1981,875402,Alan Javier Franco,D,DC,28,183.0,1996-10-11T00:00:00+00:00,Right,AR,4200000.0,1861833600.0,True,Hamstring,False,,
2024,1981,932937,Enzo Díaz,D,"DL,ML",13,175.0,1995-12-07T00:00:00+00:00,Left,AR,2900000.0,1861833600.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,1981,82943,Rafael Tolói,D,"DC,DR",2,185.0,1990-10-10T00:00:00+00:00,Right,IT,1000000.0,1798675200.0,True,Calf Injury,False,,
2024,1981,975118,Sabino,D,"DC,DL",35,185.0,1996-10-25T00:00:00+00:00,Left,BR,1100000.0,1861833600.0,False,,False,,
2024,1981,2035326,Maik,D,DR,42,175.0,2005-01-03T00:00:00+00:00,Right,BR,1900000.0,1843344000.0,True,Muscle Injury,False,,
2024,1981,1175765,Moreira,D,DR,15,175.0,2004-05-21T00:00:00+00:00,Right,BR,970000.0,1814313600.0,False,,False,,
2024,1981,797225,Lucas Ramon,D,DR,19,178.0,1994-03-07T00:00:00+00:00,Right,BR,780000.0,1830211200.0,False,,False,,
2024,1981,1631911,Igor Felisberto,D,DR,40,175.0,2007-03-07T00:00:00+00:00,Right,BR,,1869609600.0,False,,False,,
2024,1981,1466551,Matheus Belém,D,DC,44,186.0,2003-03-13T00:00:00+00:00,Left,BR,865000.0,1798675200.0,False,,False,,
2024,1981,243155,Dória,D,DC,4,188.0,1994-11-08T00:00:00+00:00,Left,BR,1600000.0,1830211200.0,False,,False,,
2024,1981,1892395,Nicolas Bosshardt,D,DL,56,176.0,2007-04-08T00:00:00+00:00,Left,BR,,1893369600.0,False,,False,,
2024,1981,1836799,Luis Osorio,D,DC,54,191.0,2006-09-06T00:00:00+00:00,Left,BR,,1815609600.0,False,,False,,
2024,1981,33132,Rafael,G,GK,23,192.0,1989-06-23T00:00:00+00:00,Left,BR,370000.0,1830211200.0,False,,False,,
2024,1981,1116957,Young,G,,50,201.0,2002-03-07T00:00:00+00:00,Right,BR,105000.0,1798675200.0,False,,False,,
2024,1981,800150,Carlos Coronel,G,GK,31,190.0,1996-12-29T00:00:00+00:00,Right,PY,1400000.0,1861833600.0,False,,False,,
2024,1981,1631898,Felipe Gabriel Preis,G,GK,52,187.0,2005-11-19T00:00:00+00:00,Right,BR,,1798675200.0,False,,False,,
2024,1984,998494,Jhonata Robert,F,AM,10,179.0,1999-10-26T00:00:00+00:00,Right,BR,1900000.0,1830211200.0,False,,False,,
2024,1984,866564,Nicolas,F,ST,9,181.0,1989-10-04T00:00:00+00:00,Right,BR,110000.0,1798675200.0,False,,False,,
2024,1984,831516,Cauê,F,ST,88,184.0,2002-11-16T00:00:00+00:00,Right,BR,680000.0,1851206400.0,False,Thigh Injury,False,,
2024,1984,344077,Diego Gonçalves,F,"LW,AM",77,181.0,1994-07-22T00:00:00+00:00,Right,BR,550000.0,1798675200.0,False,,False,,
2024,1984,877626,Yuri,F,ST,9,185.0,1998-06-12T00:00:00+00:00,Right,BR,490000.0,1798675200.0,False,,False,,
2024,1984,924251,Waguininho,F,"RW,MR",13,178.0,1990-01-30T00:00:00+00:00,Right,BR,73000.0,1795996800.0,False,,False,,
2024,1984,1462654,João Carlos,F,RW,21,168.0,2003-06-21T00:00:00+00:00,Right,BR,380000.0,1798675200.0,False,,False,,
2024,1984,2055765,Petterson,F,RW,17,171.0,2003-06-26T00:00:00+00:00,Right,BR,,,False,,False,,
2024,1984,2028682,Bidu,F,LW,20,,2007-08-20T00:00:00+00:00,,BR,,,False,,False,,
2024,1984,2163481,Thales,F,,39,182.0,2006-11-04T00:00:00+00:00,Left,BR,260000.0,1861833600.0,False,,False,,
2024,1984,845323,Rómulo Otero,M,"RW,AM",91,166.0,1992-11-09T00:00:00+00:00,Right,VE,245000.0,1798675200.0,False,,False,,
2024,1984,870578,Romarinho,M,"LW,ST",11,168.0,1994-03-01T00:00:00+00:00,Right,BR,655000.0,1795996800.0,False,Ankle Injury,False,,
2024,1984,973847,Sandry,M,"MC,DM",38,173.0,2002-08-30T00:00:00+00:00,Right,BR,970000.0,1798675200.0,False,,False,,
2024,1984,840148,Marcinho,M,"DR,MR",6,178.0,1996-05-16T00:00:00+00:00,Right,BR,370000.0,1830211200.0,False,,False,,
2024,1984,848630,Jean Irmer,M,"MC,DM",41,183.0,1994-09-26T00:00:00+00:00,Right,BR,275000.0,1798675200.0,False,,False,,
2024,1984,865321,Fellipe Mateus,M,"MC,AM",7,178.0,1991-02-12T00:00:00+00:00,Left,BR,145000.0,1798675200.0,False,,False,,
2024,1984,1148301,Guilherme Lobo,M,"MC,DM",8,171.0,1999-10-14T00:00:00+00:00,Right,BR,390000.0,1830211200.0,False,,False,,
2024,1984,1644932,Fabricio  Maceda Lentz,M,,32,181.0,2006-02-24T00:00:00+00:00,,BR,,,False,,False,,
2024,1984,870800,Eduardo Biasi,M,"MC,DM",5,178.0,1997-01-09T00:00:00+00:00,Right,BR,385000.0,1795996800.0,False,,False,,
2024,1984,1914330,Hiago Alves,M,DL,31,165.0,2005-09-02T00:00:00+00:00,Left,BR,,1861833600.0,False,,False,,
2024,1984,2083052,Steven Nufour,M,,24,191.0,2005-01-03T00:00:00+00:00,Right,GH,140000.0,1803513600.0,False,,False,,
2024,1984,1636364,Thiaguinho,M,MC,50,175.0,2006-02-01T00:00:00+00:00,Right,BR,,,False,,False,,
2024,1984,1857197,Eliel Felisbino Costa,M,,31,,2003-03-24T00:00:00+00:00,,BR,,,False,,False,,
2024,1984,1170769,Léo Mana,D,DR,2,179.0,2004-04-06T00:00:00+00:00,Right,BR,635000.0,1785456000.0,False,,False,,
2024,1984,783490,Marcelo Hermes,D,"DL,ML",22,177.0,1995-02-01T00:00:00+00:00,Left,BR,1000000.0,1798675200.0,False,,False,,
2024,1984,551810,Bruno Alves,D,DC,34,184.0,1991-04-16T00:00:00+00:00,Right,BR,235000.0,1830211200.0,False,,False,,
2024,1984,845110,Luciano Castan,D,"DC,DL",4,187.0,1989-09-13T00:00:00+00:00,Left,BR,115000.0,1798675200.0,False,,False,,
2024,1984,868076,Willean Lepo,D,"DR,MR",97,180.0,1997-01-16T00:00:00+00:00,Right,BR,630000.0,1798675200.0,False,,False,,
2024,1984,886773,Rodrigo Fagundes,D,DC,3,187.0,1987-03-11T00:00:00+00:00,Right,BR,46000.0,1830211200.0,False,Hamstring,False,,
2024,1984,329107,César Martins,D,DC,37,190.0,1992-12-28T00:00:00+00:00,Right,BR,515000.0,1795996800.0,False,,False,,
2024,1984,1927514,Ruan Rodrigues Carvalho,D,DC,43,189.0,2006-10-20T00:00:00+00:00,Right,BR,,,False,,False,,
2024,1984,1644897,Heitor,D,DL,36,179.0,1998-02-19T00:00:00+00:00,Left,BR,,,False,,False,,
2024,1984,2433934,Octavio Henrique,D,DC,30,193.0,2005-01-07T00:00:00+00:00,Left,BR,,1795996800.0,True,Thigh Injury,False,,
2024,1984,865377,Heitor Roca,D,,26,181.0,1998-02-19T00:00:00+00:00,Left,BR,52000.0,1798675200.0,False,,False,,
2024,1984,1857203,Kaik Vicoza dos Anjos,D,,2,,2004-04-02T00:00:00+00:00,,BR,,,False,,False,,
2024,1984,797866,Airton,G,GK,32,188.0,1994-05-29T00:00:00+00:00,Right,BR,415000.0,1795996800.0,False,,False,,
2024,1984,840166,Alisson,G,GK,1,190.0,1995-06-08T00:00:00+00:00,Right,BR,415000.0,1798675200.0,True,Foot Injury,False,,
2024,1984,1631864,Pedro Henrique,G,GK,12,194.0,2005-04-19T00:00:00+00:00,Right,BR,,1830211200.0,False,,False,,
2024,1984,1927519,Lucas de Noni Soratto,G,GK,93,,2007-02-14T00:00:00+00:00,Right,BR,,,False,,False,,
2024,1984,2543465,Pedro Santos,G,,70,194.0,2005-04-19T00:00:00+00:00,,BR,,,False,,False,,
2024,1999,979861,Isidro Pitta,F,ST,9,183.0,1999-08-14T00:00:00+00:00,Right,PY,7700000.0,1861833600.0,False,,False,,
2024,1999,143846,Eduardo Sasha,F,ST,8,173.0,1992-02-24T00:00:00+00:00,Right,BR,1100000.0,1830211200.0,False,,False,,
2024,1999,1170680,Henry Mosquera,F,"LW,RW",30,175.0,2001-11-15T00:00:00+00:00,Right,CO,3300000.0,1830211200.0,False,,False,,
2024,1999,911195,Fernando,F,ST,11,176.0,1999-03-01T00:00:00+00:00,Right,BR,1400000.0,1830211200.0,False,,False,,
2024,1999,1179171,José Herrera,F,RW,32,172.0,2003-04-16T00:00:00+00:00,Left,AR,2600000.0,1893369600.0,False,,False,,
2024,1999,1587965,Vinicinho,F,LW,17,174.0,2004-02-20T00:00:00+00:00,Right,BR,3600000.0,1869609600.0,False,,False,,
2024,1999,1868441,Bruno Goncalves,F,LW,17,174.0,2003-03-14T00:00:00+00:00,Right,BR,1100000.0,1830211200.0,False,,False,,
2024,1999,2032806,Davi Gomes,F,LW,27,177.0,2005-06-06T00:00:00+00:00,Right,BR,390000.0,1901145600.0,True,ACL Knee Injury,False,,
2024,1999,882854,Gabriel Novaes,F,LW,91,182.0,1999-04-05T00:00:00+00:00,Both,BR,730000.0,,False,,False,,
2024,1999,1200730,Rodriguinho,M,MC,20,185.0,2004-03-16T00:00:00+00:00,Right,BR,6200000.0,1924905600.0,False,,False,,
2024,1999,1117513,Fabinho,M,"MC,DM",5,178.0,2002-04-09T00:00:00+00:00,Right,BR,4700000.0,1893369600.0,True,Groin Injury,False,,
2024,1999,1067641,Lucas Barbosa,M,RW,21,193.0,2001-02-22T00:00:00+00:00,Left,BR,5200000.0,1893369600.0,False,,False,,
2024,1999,840150,Matheus Fernandes,M,"MC,DM",35,183.0,1998-06-30T00:00:00+00:00,Right,BR,1400000.0,1830211200.0,True,Thigh Injury,False,,
2024,1999,242052,Gabriel Girotto,M,"MC,DM",6,171.0,1992-07-10T00:00:00+00:00,Right,BR,960000.0,1798675200.0,False,,False,,
2024,1999,1112896,Ignacio Sosa,M,"MC,DM",15,175.0,2003-08-31T00:00:00+00:00,Right,UY,4700000.0,1924905600.0,False,,False,,
2024,1999,1018093,Bruno Praxedes,M,"AM,MC",25,186.0,2002-02-08T00:00:00+00:00,Left,BR,1400000.0,1782777600.0,False,,False,,
2024,1999,950545,Eric Ramires,M,"MC,DM",7,172.0,2000-08-10T00:00:00+00:00,Right,BR,3600000.0,1798675200.0,False,,False,,
2024,1999,1463904,Gustavo Neves,M,MC,22,176.0,2004-04-23T00:00:00+00:00,Right,BR,3400000.0,1893369600.0,False,,False,,
2024,1999,990454,João Neto,M,"LW,ST,AM",80,187.0,2003-05-21T00:00:00+00:00,Right,BR,130000.0,1851292800.0,False,,False,,
2024,1999,1485603,Marcelinho Braz,M,RW,57,176.0,2004-08-16T00:00:00+00:00,Left,BR,,1843344000.0,False,,False,,
2024,1999,1067640,Vanderlan,D,DL,12,183.0,2002-09-07T00:00:00+00:00,Left,BR,3200000.0,1924905600.0,False,,False,,
2024,1999,870556,Juninho Capixaba,D,DL,29,176.0,1997-07-06T00:00:00+00:00,Left,BR,5600000.0,1861833600.0,False,,False,,
2024,1999,987589,José Andrés Hurtado,D,DR,34,178.0,2001-12-23T00:00:00+00:00,Right,EC,3200000.0,1830211200.0,False,,False,,
2024,1999,997239,Guzmán Rodríguez,D,DC,2,185.0,2000-02-08T00:00:00+00:00,Right,UY,4099999.0,1893369600.0,True,ACL Knee Injury,False,,
2024,1999,551774,Pedro Henrique,D,DC,14,188.0,1995-10-02T00:00:00+00:00,Right,BR,4300000.0,1798675200.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,1999,1174764,Gustavo Marques,D,DC,16,189.0,2001-10-09T00:00:00+00:00,Right,BR,2900000.0,1782777600.0,False,,False,,
2024,1999,1117597,Alix Vinicius,D,DC,4,196.0,1999-11-06T00:00:00+00:00,Right,BR,1800000.0,1861833600.0,False,,False,,
2024,1999,869726,Agustin Sant Anna,D,DR,23,170.0,1997-09-27T00:00:00+00:00,Right,UY,2900000.0,1830211200.0,False,,False,,
2024,1999,925189,Eduardo Santos,D,DC,3,196.0,1997-11-28T00:00:00+00:00,Right,BR,875000.0,1861660800.0,True,Thigh Injury,False,,
2024,1999,243509,Tiago Volpi,G,GK,18,189.0,1990-12-19T00:00:00+00:00,Right,BR,930000.0,1798675200.0,False,,False,,
2024,1999,844576,Cleiton,G,GK,1,190.0,1997-08-19T00:00:00+00:00,Right,BR,4800000.0,1830211200.0,False,,False,,
2024,1999,1047208,Fabrício,G,GK,37,190.0,2000-06-15T00:00:00+00:00,Right,BR,96000.0,1830211200.0,True,Ankle Injury,False,,
2024,1999,1881677,Gustavo Reis,G,GK,56,190.0,2005-06-10T00:00:00+00:00,Right,BR,,1843344000.0,False,,False,,
2024,1999,2140167,Fernando Costa,G,,24,191.0,2004-02-01T00:00:00+00:00,Right,BR,,1798675200.0,False,,False,,
2024,2020,1444693,Gabriel Souza,F,ST,19,190.0,2005-01-05T00:00:00+00:00,Right,BR,3100000.0,1798675200.0,False,,False,,
2024,2020,874143,Luiz Fernando,F,LW,32,178.0,1996-10-16T00:00:00+00:00,Right,BR,1900000.0,1830211200.0,False,Knee Injury,False,,
2024,2020,1066721,Vitinho,F,RW,11,170.0,2001-04-23T00:00:00+00:00,Left,BR,2700000.0,1798675200.0,False,,False,,
2024,2020,1631272,Kayke,F,ST,99,178.0,2006-06-19T00:00:00+00:00,Right,BR,950000.0,1782777600.0,False,,False,,
2024,2020,1003721,Juan Miritello,F,ST,9,182.0,1999-02-08T00:00:00+00:00,Right,AR,1900000.0,1798675200.0,False,,False,,
2024,2020,1170779,Ryan Gustavo,M,"MC,DM",37,170.0,2003-07-15T00:00:00+00:00,Left,BR,2400000.0,1798675200.0,False,,False,,
2024,2020,824626,Tomás Pochettino,M,"AM,MC",7,178.0,1996-02-01T00:00:00+00:00,Right,AR,3900000.0,1830211200.0,False,,False,,
2024,2020,1174770,Rodriguinho,M,MC,75,170.0,2003-06-05T00:00:00+00:00,Right,BR,580000.0,1798675200.0,False,,False,,
2024,2020,1587711,Ronald,M,"MC,DM",8,186.0,2003-02-11T00:00:00+00:00,Right,BR,3100000.0,1798675200.0,False,,False,,
2024,2020,1174206,Paulo Baya,M,"LW,ML",77,184.0,1999-07-26T00:00:00+00:00,Right,BR,585000.0,1798675200.0,False,,False,,
2024,2020,123225,Lucas Sasha,M,"MC,DM",88,177.0,1990-03-01T00:00:00+00:00,Right,BR,190000.0,1798675200.0,False,,False,,
2024,2020,795178,Lucas Crispim,M,"ML,AM",10,178.0,1994-06-19T00:00:00+00:00,Right,BR,725000.0,1798675200.0,False,,False,,
2024,2020,842682,Matheus Rossetto,M,"MC,DM",20,180.0,1996-06-03T00:00:00+00:00,Right,BR,1400000.0,1830211200.0,False,,False,,
2024,2020,1017710,Pierre,M,"MC,DM",5,181.0,2002-03-13T00:00:00+00:00,Left,BR,705000.0,1893369600.0,False,,False,,
2024,2020,1631235,Lucca Prior,M,AM,38,173.0,2004-02-12T00:00:00+00:00,Left,BR,540000.0,1830211200.0,False,,False,,
2024,2020,1173040,Rodrigo Santos,M,"MC,DM",29,178.0,2000-09-18T00:00:00+00:00,Right,BR,635000.0,1861833600.0,False,,False,,
2024,2020,989892,Welliton,M,"RW,MR",31,180.0,2000-07-14T00:00:00+00:00,Right,BR,630000.0,1795996800.0,False,,False,,
2024,2020,2104437,Lucas Emanoel,M,MC,19,192.0,2006-07-14T00:00:00+00:00,Left,BR,,1893369600.0,False,,False,,
2024,2020,1167537,Pierre,M,,5,,,,,,,False,,False,,
2024,2020,927551,Gabriel Fuentes,D,DL,18,180.0,1997-02-09T00:00:00+00:00,Left,CO,1800000.0,1798675200.0,False,,False,,
2024,2020,973857,Maílton,D,"DR,MR",22,169.0,1998-05-31T00:00:00+00:00,Right,BR,1900000.0,1798675200.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,2020,1464309,Paulinho,D,DR,28,172.0,2005-05-23T00:00:00+00:00,Right,BR,365000.0,1924905600.0,False,,False,,
2024,2020,789395,Emanuel Brítez,D,"DC,DR",2,178.0,1992-03-26T00:00:00+00:00,Right,AR,550000.0,1830211200.0,False,,False,,
2024,2020,986064,Luan Freitas,D,"DC,DR",4,184.0,2001-01-20T00:00:00+00:00,Right,BR,380000.0,1830211200.0,False,,False,,
2024,2020,849020,Tomás Cardona,D,DC,25,188.0,1995-10-10T00:00:00+00:00,Left,AR,1200000.0,1798675200.0,False,Knee Injury,False,,
2024,2020,1103705,Lucas Gazal,D,DC,3,187.0,1999-08-06T00:00:00+00:00,Right,BR,920000.0,1861833600.0,False,,False,,
2024,2020,1197893,Maurício Lima,D,"DL,DR",13,170.0,2001-05-11T00:00:00+00:00,Right,BR,,1798675200.0,False,,False,,
2024,2020,1868762,Kauã Rocha,D,DC,33,185.0,2007-03-13T00:00:00+00:00,Right,BR,,1864512000.0,False,,False,,
2024,2020,2223149,Cristovam,D,,28,188.0,2006-02-08T00:00:00+00:00,Right,BR,,,False,,False,,
2024,2020,1394477,Lucas Gazal,D,,3,,,,,,,False,,False,,
2024,2020,839761,João Ricardo,G,GK,1,188.0,1988-09-06T00:00:00+00:00,Right,BR,425000.0,1830211200.0,False,,False,,
2024,2020,914481,Brenno,G,GK,12,188.0,1999-04-01T00:00:00+00:00,Right,BR,765000.0,1830211200.0,False,,False,,
2024,2020,559582,Vinicius Silvestre,G,GK,25,195.0,1994-03-28T00:00:00+00:00,Right,BR,225000.0,1798675200.0,False,,False,,
2024,2020,1083070,Magrão,G,GK,15,197.0,2000-05-15T00:00:00+00:00,Right,BR,310000.0,1798675200.0,False,,False,,
2024,5926,891920,Carlos Vinícius,F,ST,95,190.0,1995-03-25T00:00:00+00:00,Left,BR,6800000.0,1798675200.0,False,,False,,
2024,5926,66471,Martin Braithwaite,F,ST,22,180.0,1991-06-05T00:00:00+00:00,Right,DK,1500000.0,1830211200.0,False,,False,,
2024,5926,980327,Tetê,F,RW,21,175.0,2000-02-15T00:00:00+00:00,Left,BR,10100000.0,1893369600.0,False,,False,,
2024,5926,1463912,André Henrique,F,ST,77,189.0,2001-12-17T00:00:00+00:00,Right,BR,3200000.0,1861833600.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,5926,31417,Willian,M,LW,10,175.0,1988-08-09T00:00:00+00:00,Right,BR,480000.0,1798675200.0,False,,False,,
2024,5926,794927,Arthur,M,"MC,DM",8,172.0,1996-08-12T00:00:00+00:00,Right,BR,4200000.0,1782777600.0,True,Muscle Injury,False,,
2024,5926,1895377,Gabriel Mec,M,ML,37,173.0,2008-04-11T00:00:00+00:00,Both,BR,12400000.0,1814313600.0,False,,True,yellow_card_accumulation_suspension,1.0
2024,5926,1139775,Mathias Villasanti,M,"MC,DM",20,178.0,1997-01-24T00:00:00+00:00,Right,PY,4099999.0,1893369600.0,True,ACL Knee Injury,False,,
2024,5926,974558,José Enamorado,M,RW,99,167.0,1999-01-13T00:00:00+00:00,Right,CO,2700000.0,1861833600.0,False,,False,,
2024,5926,358956,Cristian Pavón,M,RW,7,169.0,1996-01-21T00:00:00+00:00,Right,AR,1800000.0,1798675200.0,False,,False,,
2024,5926,1066620,Miguel Monsalve,M,AM,11,177.0,2004-02-27T00:00:00+00:00,Right,CO,3900000.0,1861833600.0,False,,False,,
2024,5926,901889,Francis Amuzu,M,LW,9,170.0,1999-08-23T00:00:00+00:00,Both,GH,6800000.0,1798675200.0,False,,False,,
2024,5926,2010540,Tiaguinho,M,AM,39,174.0,2008-02-02T00:00:00+00:00,Right,BR,515000.0,1815436800.0,False,,False,,
2024,5926,989862,Juan Nardoni,M,"MC,DM",5,179.0,2002-07-14T00:00:00+00:00,Right,AR,9400000.0,1893369600.0,True,Thigh Injury,False,,
2024,5926,870804,Dodi,M,"MC,DM",17,169.0,1996-04-17T00:00:00+00:00,Right,BR,720000.0,1798675200.0,False,,False,,
2024,5926,1634619,Riquelme Freitas,M,AM,65,181.0,2006-08-12T00:00:00+00:00,Right,BR,2100000.0,1830211200.0,False,,False,,
2024,5926,1471214,Leonel Pérez,M,"MC,DM",33,185.0,2004-08-09T00:00:00+00:00,Right,AR,6500000.0,1893369600.0,False,,False,,
2024,5926,1907757,Roger,M,MR,47,,2008-04-29T00:00:00+00:00,Left,BR,375000.0,1861833600.0,False,,False,,
2024,5926,1907762,Zortéa,M,,50,184.0,2007-03-21T00:00:00+00:00,Right,BR,,1782777600.0,False,,False,,
2024,5926,1020375,Erick Noriega,D,"DC,MC,DM",19,185.0,2001-10-22T00:00:00+00:00,Right,PE,4200000.0,1861833600.0,False,,False,,
2024,5926,82576,Marcos Rocha,D,DR,14,176.0,1988-12-11T00:00:00+00:00,Right,BR,230000.0,1798675200.0,False,,False,,
2024,5926,249647,Walter Kannemann,D,DC,4,183.0,1991-03-14T00:00:00+00:00,Left,AR,435000.0,1830211200.0,False,,False,,
2024,5926,870787,Marlon,D,DL,23,178.0,1997-05-20T00:00:00+00:00,Left,BR,3900000.0,1861833600.0,True,Ankle Injury,False,,
